Sec,RollNo,Dept,Aptitude_Score,Mock_Interview_Score,Problems_Solved,Hackathon_Count,Technical_Test_Score,Resume_Score,Projects_Count,Placement_Probabilities,Placement_Readiness
A,21ME7503,CSE,76,88,285,3,50,92,6,67.65,Not Ready
A,21EE7504,ECE,81,84,296,2,88,41,2,65.39,Not Ready
B,21ME7505,CSE,40,43,280,7,70,42,3,51.38,Not Ready
D,21ME7506,ME,89,59,187,9,85,41,6,66.68,Not Ready
D,21ME7507,EEE,64,89,412,5,91,79,3,75.51,Ready
A,21EC7508,ME,77,54,167,5,54,93,1,55.9,Not Ready
C,21EC7509,ME,56,82,174,7,53,70,3,58.39,Not Ready
D,21IT7510,ECE,87,98,95,1,47,51,0,53.95,Not Ready
D,21IT7511,ECE,54,89,107,7,91,69,1,61.06,Not Ready
A,21IT7512,EEE,81,95,328,2,67,75,0,67.87,Not Ready
C,21ME7513,CSE,73,78,88,7,90,69,7,65.5,Not Ready
B,21ME7514,ECE,94,54,48,3,62,93,4,55.62,Not Ready
B,21EC7515,ME,73,77,80,2,42,71,4,51.1,Not Ready
C,21CS7516,ECE,44,47,139,6,82,93,6,55.11,Not Ready
C,21EE7517,EEE,58,93,25,6,74,89,4,59.7,Not Ready
B,21EE7518,IT,81,61,351,2,72,93,0,64.54,Not Ready
C,21EE7519,CSE,72,76,16,3,56,85,0,50.14,Not Ready
D,21CS7520,IT,43,46,335,1,75,85,1,52.58,Not Ready
A,21EE7521,EEE,91,78,242,7,46,98,3,69.05,Not Ready
D,21EE7522,ECE,92,58,355,7,43,66,0,64.25,Not Ready
B,21ME7523,IT,41,49,282,0,61,83,2,47.98,Not Ready
B,21EE7524,EEE,84,77,200,5,75,75,0,63.95,Not Ready
D,21EE7525,ME,85,78,114,1,57,61,5,55.94,Not Ready
C,21IT7526,ECE,66,99,469,5,66,87,6,79.11,Ready
A,21ME7527,EEE,96,65,170,0,57,47,2,53.5,Not Ready
A,21EC7528,EEE,61,95,264,5,66,60,0,62.66,Not Ready
B,21ME7529,CSE,99,47,95,4,81,52,6,58.1,Not Ready
C,21EE7530,CSE,59,66,282,5,53,43,0,53.53,Not Ready
A,21CS7531,IT,66,63,469,1,62,90,1,64.48,Not Ready
A,21IT7532,EEE,47,59,81,8,46,91,6,52.19,Not Ready
C,21EC7533,ECE,57,59,249,6,91,96,2,63.66,Not Ready
C,21ME7534,EEE,51,45,322,4,82,86,2,58.23,Not Ready
D,21IT7535,EEE,82,95,12,7,65,78,5,63.56,Not Ready
B,21EC7536,ME,86,92,277,0,68,44,4,63.78,Not Ready
A,21CS7537,IT,41,99,118,9,75,86,3,63.44,Not Ready
D,21EE7538,IT,87,78,373,9,97,89,6,84.12,Ready
B,21CS7539,EEE,87,83,358,2,47,88,6,69.92,Not Ready
B,21EE7540,CSE,51,95,282,5,92,69,1,66.81,Not Ready
C,21EC7541,EEE,97,65,368,8,71,60,0,71.77,Ready
D,21IT7542,CSE,98,78,220,0,94,68,5,68.03,Not Ready
A,21EC7543,IT,55,93,65,1,54,79,1,49.82,Not Ready
C,21ME7544,ECE,75,99,41,5,91,79,5,66.11,Not Ready
D,21CS7545,IT,66,42,6,5,87,95,0,49.39,Not Ready
C,21IT7546,EEE,61,59,380,9,82,91,5,72.72,Ready
B,21EE7547,ME,75,87,485,9,63,85,3,80.63,Ready
A,21EC7548,ME,70,50,388,6,62,84,2,64.47,Not Ready
D,21IT7549,CSE,49,86,275,6,87,80,5,68.18,Not Ready
D,21EC7550,CSE,87,40,24,2,85,59,4,49.51,Not Ready
C,21CS7551,ECE,92,67,176,8,80,51,5,67.06,Not Ready
D,21CS7552,IT,42,42,331,8,55,66,5,56.02,Not Ready
B,21ME7553,EEE,96,93,158,8,90,86,0,74.22,Ready
A,21EC7554,CSE,82,60,357,4,99,94,2,72.18,Ready
C,21EC7555,EEE,40,46,274,5,50,74,4,50.56,Not Ready
A,21CS7556,ECE,95,84,495,3,78,55,2,77.05,Ready
B,21EE7557,ECE,50,83,365,3,87,77,6,68.7,Not Ready
D,21EE7558,IT,53,88,489,3,67,50,0,65.81,Not Ready
D,21EC7559,CSE,53,83,247,6,48,97,5,63.1,Not Ready
B,21ME7560,ECE,60,72,100,7,58,77,4,56.3,Not Ready
C,21EC7561,CSE,80,85,166,8,44,95,6,67.49,Not Ready
B,21EC7562,ME,72,56,223,6,81,53,2,59.22,Not Ready
B,21EC7563,CSE,55,79,122,4,42,89,4,53.38,Not Ready
B,21EC7564,ME,86,81,45,8,42,83,3,59.68,Not Ready
A,21EE7565,ME,73,44,127,2,97,44,6,53.18,Not Ready
C,21ME7566,ME,65,95,406,8,56,99,1,75.17,Ready
C,21EE7567,CSE,93,59,260,8,54,78,5,67.82,Not Ready
B,21IT7568,ECE,85,88,238,9,98,46,7,76.8,Ready
B,21IT7569,CSE,97,48,498,0,78,54,2,67.27,Not Ready
A,21IT7570,IT,46,90,62,5,44,89,2,51.43,Not Ready
C,21CS7571,CSE,73,56,83,3,86,97,5,57.85,Not Ready
A,21ME7572,ECE,78,73,133,9,51,63,7,62.84,Not Ready
C,21EE7573,EEE,96,93,126,2,73,57,0,61.49,Not Ready
C,21ME7574,ECE,67,97,63,8,80,61,6,65.17,Not Ready
A,21IT7575,IT,89,56,285,2,74,44,1,58.52,Not Ready
A,21EE7576,CSE,55,72,396,4,68,55,7,65.32,Not Ready
D,21CS7577,ME,88,74,31,8,98,74,5,66.87,Not Ready
B,21EC7578,ECE,83,58,114,6,76,60,4,58.66,Not Ready
D,21EE7579,CSE,85,69,74,3,98,44,3,57.73,Not Ready
D,21CS7580,ME,42,84,482,9,89,85,5,78.46,Ready
D,21EE7581,ECE,67,91,183,7,80,67,2,65.87,Not Ready
C,21EE7582,CSE,96,63,469,0,95,55,3,72.18,Ready
B,21ME7583,EEE,79,94,26,7,73,98,6,67.14,Not Ready
C,21EC7584,EEE,73,55,11,2,78,88,3,50.42,Not Ready
B,21IT7585,EEE,48,78,347,6,72,85,6,68.13,Not Ready
B,21ME7586,EEE,49,60,462,3,92,62,1,63.9,Not Ready
C,21CS7587,ECE,75,70,493,8,69,92,6,80.02,Ready
B,21CS7588,IT,67,86,489,1,98,48,1,71.28,Ready
A,21IT7589,ECE,90,98,100,4,70,44,0,60.5,Not Ready
D,21IT7590,ME,58,62,106,0,45,67,3,43.57,Not Ready
A,21EC7591,IT,42,98,0,6,50,80,4,52,Not Ready
B,21EC7592,ME,49,68,230,0,56,73,7,52.68,Not Ready
C,21ME7593,EEE,51,47,56,8,69,68,1,47.62,Not Ready
C,21EC7594,EEE,73,77,59,8,82,52,5,60.98,Not Ready
C,21IT7595,CSE,81,90,408,8,78,68,7,81.4,Ready
B,21IT7596,CSE,74,93,261,6,91,51,2,69.84,Not Ready
A,21EC7597,EEE,53,85,328,2,70,43,7,61.9,Not Ready
B,21CS7598,IT,77,62,285,7,53,49,4,61.55,Not Ready
D,21EE7599,ECE,54,96,399,1,46,74,6,65.01,Not Ready
D,21ME7600,IT,43,40,265,0,83,70,2,47.9,Not Ready
D,21ME7601,EEE,48,40,117,2,80,50,0,41.28,Not Ready
D,21EE7602,ECE,44,80,16,9,77,90,4,57.49,Not Ready
A,21ME7603,ECE,72,80,420,4,40,70,0,64.2,Not Ready
B,21EC7604,EEE,99,61,179,1,62,65,5,59.08,Not Ready
B,21IT7605,ECE,78,68,25,7,75,62,7,59.03,Not Ready
C,21EC7606,EEE,75,49,173,8,85,65,7,63.34,Not Ready
A,21EC7607,ECE,50,51,19,4,45,80,7,44.09,Not Ready
B,21IT7608,EEE,59,97,378,0,82,59,0,64.52,Not Ready
A,21EE7609,EEE,70,70,148,5,47,77,1,54.3,Not Ready
B,21EE7610,CSE,71,56,314,1,88,41,4,58.76,Not Ready
A,21EE7611,CSE,45,40,493,3,89,76,7,65.04,Not Ready
B,21EE7612,ME,56,70,442,2,81,40,2,62.28,Not Ready
A,21EE7613,CSE,52,85,75,9,89,70,0,59.75,Not Ready
C,21IT7614,EEE,77,49,224,5,46,70,5,56.18,Not Ready
D,21EC7615,ME,63,42,45,0,69,52,0,38.35,Not Ready
A,21EC7616,ME,94,54,286,7,70,89,1,68.06,Not Ready
B,21EE7617,IT,76,52,63,8,54,46,4,51.32,Not Ready
D,21ME7618,CSE,84,81,303,9,99,58,5,77.9,Ready
A,21EE7619,ME,60,54,171,4,42,66,2,47.79,Not Ready
B,21EC7620,CSE,87,76,416,4,94,62,0,73.54,Ready
C,21EC7621,IT,49,83,83,0,56,65,2,45.87,Not Ready
C,21EC7622,IT,70,78,81,4,41,60,3,50.86,Not Ready
B,21CS7623,EEE,83,49,115,0,43,53,7,47.12,Not Ready
A,21EC7624,IT,86,51,186,1,44,67,4,51.64,Not Ready
D,21IT7625,IT,46,66,297,5,46,73,0,53.48,Not Ready
D,21ME7626,CSE,91,59,160,9,80,66,7,68.38,Not Ready
B,21EE7627,EEE,47,94,299,6,58,53,3,62.04,Not Ready
A,21CS7628,EEE,99,87,402,0,67,55,1,69.46,Not Ready
D,21ME7629,EEE,89,83,360,8,45,87,4,74.75,Ready
A,21EE7630,EEE,73,50,464,5,75,96,2,70.26,Ready
D,21CS7631,ME,87,60,364,6,97,58,7,74.68,Ready
D,21CS7632,ECE,92,81,123,5,45,49,0,56.17,Not Ready
C,21ME7633,EEE,82,88,259,8,63,55,0,67.31,Not Ready
B,21ME7634,ECE,92,92,459,9,41,92,4,82.01,Ready
A,21EC7635,ECE,73,72,68,8,50,54,1,53.24,Not Ready
D,21EE7636,CSE,44,59,388,2,81,80,6,62.02,Not Ready
A,21EE7637,ECE,98,84,469,2,72,89,3,78.74,Ready
A,21IT7638,CSE,43,81,478,5,58,68,1,65.04,Not Ready
B,21ME7639,IT,60,81,15,3,63,44,5,48.78,Not Ready
D,21CS7640,ME,79,70,377,8,92,85,5,78.31,Ready
B,21EE7641,IT,98,56,398,5,97,85,0,74.77,Ready
A,21ME7642,EEE,53,66,316,7,40,40,6,57.19,Not Ready
A,21IT7643,ECE,97,81,399,1,50,58,0,65.86,Not Ready
A,21CS7644,IT,83,90,419,4,83,99,2,78.96,Ready
C,21EC7645,EEE,77,94,58,5,47,62,3,56.64,Not Ready
C,21ME7646,ECE,99,76,1,5,78,62,1,58.56,Not Ready
A,21IT7647,CSE,54,56,479,5,49,62,4,62.21,Not Ready
A,21ME7648,IT,75,48,332,1,80,40,6,58.63,Not Ready
D,21ME7649,CSE,96,94,262,0,84,42,4,67.78,Not Ready
C,21EC7650,CSE,63,46,234,5,99,58,5,59.94,Not Ready
A,21ME7651,ECE,98,61,410,2,90,72,5,74.03,Ready
B,21ME7652,EEE,42,99,394,8,91,70,6,76.36,Ready
B,21CS7653,CSE,76,63,280,6,84,61,7,68.08,Not Ready
C,21EE7654,EEE,87,76,65,2,91,65,7,61.72,Not Ready
A,21EC7655,ME,77,68,210,9,68,49,3,63.37,Not Ready
B,21EC7656,EEE,57,88,339,9,66,45,1,66.59,Not Ready
A,21IT7657,IT,57,49,151,8,55,74,5,54.02,Not Ready
D,21IT7658,ME,65,75,498,6,53,40,7,70.24,Ready
D,21EE7659,ME,58,95,106,8,55,76,1,59.32,Not Ready
C,21CS7660,IT,62,69,234,6,55,58,5,58.74,Not Ready
A,21CS7661,CSE,49,98,257,8,56,52,0,61.28,Not Ready
D,21CS7662,ECE,90,86,490,2,63,85,2,76,Ready
A,21EC7663,EEE,84,86,484,7,85,89,4,84.51,Ready
A,21CS7664,ECE,98,87,150,9,90,81,1,74.22,Ready
B,21ME7665,CSE,80,91,351,2,65,56,6,69.34,Not Ready
B,21CS7666,ME,56,71,99,7,61,91,4,57.11,Not Ready
C,21CS7667,IT,65,90,94,2,64,50,2,52.61,Not Ready
A,21EC7668,ECE,45,48,462,1,58,99,3,58.56,Not Ready
D,21EC7669,IT,75,89,297,8,57,69,4,70.63,Ready
D,21ME7670,IT,88,73,392,8,69,71,1,73.96,Ready
A,21ME7671,IT,47,46,457,4,85,96,4,65.73,Not Ready
C,21CS7672,ME,77,81,98,8,54,62,2,59.07,Not Ready
D,21ME7673,EEE,68,79,367,3,95,50,1,66.96,Not Ready
B,21IT7674,EEE,42,75,217,7,74,90,1,59.8,Not Ready
B,21EE7675,CSE,46,74,237,9,62,62,5,61.1,Not Ready
B,21IT7676,CSE,62,62,94,9,79,59,4,57.81,Not Ready
A,21ME7677,ME,80,86,253,8,75,59,3,70.35,Ready
B,21EC7678,ME,88,70,26,3,83,92,6,61.04,Not Ready
C,21ME7679,ECE,40,40,445,0,67,73,7,55.52,Not Ready
B,21CS7680,CSE,73,79,119,2,74,92,2,58.71,Not Ready
A,21EC7681,ECE,48,97,276,6,78,90,6,70.49,Ready
A,21IT7682,IT,88,46,396,3,51,40,4,59.79,Not Ready
A,21ME7683,EEE,89,54,96,4,46,76,6,54.69,Not Ready
A,21EC7684,IT,49,87,349,3,99,79,0,66.91,Not Ready
B,21CS7685,EEE,78,63,302,3,75,71,6,65.38,Not Ready
D,21CS7686,ECE,73,62,77,1,73,87,7,55.1,Not Ready
B,21CS7687,CSE,89,79,133,6,97,40,4,65.97,Not Ready
C,21CS7688,EEE,71,47,310,7,47,96,6,63.4,Not Ready
A,21ME7689,EEE,88,83,127,9,66,55,3,65.56,Not Ready
B,21ME7690,ME,53,95,13,9,68,42,6,57.27,Not Ready
B,21EC7691,IT,78,66,295,6,91,80,7,72.62,Ready
A,21EC7692,ECE,56,47,270,2,42,83,4,50.5,Not Ready
B,21CS7693,ME,94,96,74,3,43,58,3,58.09,Not Ready
B,21IT7694,ECE,92,87,283,4,70,47,0,66.32,Not Ready
A,21ME7695,IT,57,46,55,3,53,59,6,43.4,Not Ready
C,21EE7696,ME,41,80,108,9,61,88,1,56.1,Not Ready
D,21ME7697,IT,48,70,94,9,87,83,0,57.71,Not Ready
C,21CS7698,CSE,59,76,238,2,55,70,0,53.77,Not Ready
C,21CS7699,EEE,95,47,333,2,72,54,0,59.92,Not Ready
C,21CS7700,ME,91,51,449,7,76,64,5,74.29,Ready
D,21IT7701,IT,55,92,87,1,80,71,5,56.1,Not Ready
C,21EC7702,EEE,72,67,96,7,82,95,7,64.82,Not Ready
B,21EE7703,EEE,83,58,319,8,74,73,1,67.99,Not Ready
D,21CS7704,CSE,52,57,267,4,82,60,2,56.03,Not Ready
B,21ME7705,CSE,53,50,130,7,53,60,1,47.38,Not Ready
B,21IT7706,EEE,85,60,410,2,44,44,2,59.65,Not Ready
C,21EE7707,CSE,65,89,351,1,82,56,4,66.24,Not Ready
B,21IT7708,ECE,82,41,32,7,82,66,5,54.9,Not Ready
C,21EC7709,ECE,91,61,192,1,45,76,1,54.06,Not Ready
B,21CS7710,ECE,44,68,123,9,97,81,6,62.72,Not Ready
B,21ME7711,EEE,45,81,448,7,90,66,1,70.84,Ready
A,21CS7712,ECE,72,46,345,6,84,67,0,62.7,Not Ready
B,21EE7713,EEE,53,90,99,4,89,65,3,58.28,Not Ready
C,21EE7714,ME,40,68,383,8,94,46,2,64.87,Not Ready
A,21EE7715,CSE,97,42,94,8,89,69,6,63.56,Not Ready
A,21EC7716,IT,72,50,173,7,83,76,4,60.87,Not Ready
D,21EC7717,IT,72,81,85,5,69,92,0,58.55,Not Ready
D,21EE7718,ME,63,94,171,1,87,97,1,62.62,Not Ready
B,21EC7719,CSE,43,68,110,8,99,83,4,60.25,Not Ready
C,21EC7720,ECE,52,56,323,0,61,72,0,50.87,Not Ready
A,21EE7721,IT,50,76,485,8,91,63,6,76.3,Ready
B,21ME7722,EEE,70,81,210,8,55,85,6,67.1,Not Ready
D,21IT7723,IT,96,88,239,1,47,73,0,61.71,Not Ready
B,21EC7724,ME,61,95,114,9,78,47,6,64.91,Not Ready
A,21EE7725,ECE,82,69,320,1,69,56,2,61.2,Not Ready
D,21ME7726,CSE,93,58,234,9,52,95,6,69.61,Not Ready
C,21EC7727,EEE,43,41,287,8,69,64,2,54.28,Not Ready
B,21IT7728,CSE,67,86,359,5,93,95,7,77.78,Ready
B,21ME7729,EEE,73,58,209,7,41,96,1,57.94,Not Ready
B,21ME7730,IT,67,86,112,0,64,87,3,55.26,Not Ready
C,21IT7731,CSE,77,98,335,6,71,54,7,74.82,Ready
C,21EE7732,CSE,83,81,494,1,50,77,5,71.89,Ready
B,21IT7733,CSE,43,56,238,5,83,82,5,58.1,Not Ready
B,21IT7734,ME,76,59,186,1,88,84,4,59.54,Not Ready
C,21EE7735,CSE,65,46,354,9,76,75,2,65.51,Not Ready
B,21EE7736,CSE,74,71,2,4,71,80,3,53.6,Not Ready
B,21CS7737,ME,96,50,381,8,61,87,7,74.67,Ready
C,21ME7738,EEE,40,70,222,1,58,93,3,51.76,Not Ready
A,21ME7739,IT,52,92,211,9,79,79,2,67.24,Not Ready
A,21EE7740,ECE,52,71,107,2,58,53,7,49.26,Not Ready
B,21CS7741,EEE,83,75,225,5,83,90,5,70.18,Ready
C,21IT7742,CSE,53,62,409,6,65,76,2,63.96,Not Ready
B,21IT7743,IT,43,50,33,0,88,86,3,43.6,Not Ready
D,21EC7744,CSE,53,83,161,1,62,91,3,54.92,Not Ready
B,21ME7745,CSE,48,53,459,9,62,40,2,62.11,Not Ready
B,21IT7746,EEE,57,72,260,6,92,87,7,69.08,Not Ready
A,21CS7747,ECE,71,54,56,4,87,83,7,56.96,Not Ready
D,21ME7748,CSE,72,96,311,1,55,90,3,66.17,Not Ready
D,21EE7749,ECE,80,53,370,2,55,92,3,62.73,Not Ready
A,21CS7750,IT,57,78,292,2,55,93,1,58.86,Not Ready
B,21IT7751,ECE,90,72,99,8,60,84,4,64.26,Not Ready
C,21ME7752,ME,46,80,256,0,83,44,4,54.79,Not Ready
A,21IT7753,EEE,89,75,247,7,56,44,1,63.1,Not Ready
C,21EC7754,IT,42,89,240,1,71,67,4,56.65,Not Ready
C,21IT7755,IT,74,67,436,8,88,84,5,78.37,Ready
D,21EE7756,IT,52,68,219,1,75,66,7,55.98,Not Ready
D,21IT7757,EEE,57,84,318,9,43,75,5,67,Not Ready
C,21EE7758,EEE,63,66,448,5,83,67,6,71.62,Ready
B,21CS7759,IT,80,52,440,3,79,71,4,68.45,Not Ready
D,21IT7760,ME,90,71,96,1,67,88,3,57.76,Not Ready
A,21CS7761,IT,55,91,225,8,77,99,4,70.15,Ready
C,21EC7762,ECE,74,73,355,8,46,64,6,68.65,Not Ready
B,21CS7763,ME,75,96,198,7,77,98,0,70.47,Ready
B,21EC7764,CSE,68,86,169,5,81,83,1,63.64,Not Ready
B,21IT7765,ECE,70,45,198,9,57,50,7,57.84,Not Ready
C,21ME7766,ME,77,85,326,8,51,93,4,72.89,Ready
C,21IT7767,EEE,81,99,180,7,51,77,3,67.42,Not Ready
D,21EE7768,EEE,79,99,391,4,85,71,1,75.72,Ready
B,21IT7769,IT,90,60,32,5,52,75,2,52.83,Not Ready
D,21ME7770,ME,64,56,151,0,97,98,5,57.52,Not Ready
A,21IT7771,ECE,45,79,280,6,40,97,6,61.45,Not Ready
B,21ME7772,ME,73,75,6,9,78,81,4,61.14,Not Ready
D,21IT7773,ECE,64,64,242,2,75,54,4,56.43,Not Ready
C,21EE7774,ME,63,66,197,3,47,90,4,55.23,Not Ready
D,21EE7775,ME,81,47,163,1,97,57,2,54.62,Not Ready
D,21CS7776,IT,70,76,100,3,69,81,0,54.65,Not Ready
D,21EE7777,CSE,81,77,415,0,54,97,0,66,Not Ready
A,21IT7778,ME,89,64,33,8,55,67,2,56.12,Not Ready
A,21EC7779,EEE,67,58,333,8,92,41,6,67.97,Not Ready
A,21ME7780,ME,67,69,171,0,85,53,3,53.96,Not Ready
B,21ME7781,IT,73,66,308,3,54,62,7,61.8,Not Ready
A,21CS7782,CSE,68,63,245,8,70,67,4,63.7,Not Ready
A,21IT7783,ME,82,86,337,9,45,81,3,72.81,Ready
C,21EE7784,IT,79,83,114,8,78,83,4,67.46,Not Ready
B,21ME7785,IT,94,62,233,3,72,74,1,62.34,Not Ready
A,21ME7786,ME,58,85,173,4,49,67,6,57.32,Not Ready
D,21ME7787,CSE,91,83,347,7,91,72,0,76.53,Ready
D,21EC7788,IT,64,42,188,4,95,65,6,57.22,Not Ready
A,21EC7789,ECE,84,57,319,2,73,53,1,59.84,Not Ready
C,21EC7790,EEE,51,40,130,9,88,58,7,55.78,Not Ready
C,21CS7791,CSE,54,72,431,1,76,49,3,61.62,Not Ready
D,21CS7792,EEE,98,83,251,2,87,57,1,67.61,Not Ready
A,21CS7793,CSE,92,44,287,3,81,92,4,65.53,Not Ready
A,21IT7794,IT,45,78,206,5,42,71,3,53.12,Not Ready
A,21CS7795,ME,90,68,269,9,61,46,3,66.98,Not Ready
A,21EC7796,EEE,91,98,82,8,85,61,3,69.8,Not Ready
D,21IT7797,ME,76,74,265,9,80,53,3,68.78,Not Ready
B,21IT7798,ME,41,69,88,6,65,66,1,48.5,Not Ready
D,21CS7799,CSE,57,80,311,1,64,47,2,56.39,Not Ready
D,21IT7800,ECE,57,84,193,9,75,70,7,67.54,Not Ready
A,21EC7801,IT,81,97,37,4,91,54,2,61.38,Not Ready
B,21EC7802,CSE,98,56,440,0,61,74,0,64.95,Not Ready
D,21EC7803,EEE,44,70,354,8,94,49,7,68.34,Not Ready
D,21EE7804,IT,72,48,217,5,88,55,1,57,Not Ready
B,21EC7805,ME,95,84,400,8,45,95,2,77.3,Ready
A,21CS7806,ME,99,74,373,4,85,74,1,74.3,Ready
A,21CS7807,ECE,84,41,162,3,66,74,6,55.53,Not Ready
C,21ME7808,CSE,57,63,346,7,55,88,2,63.14,Not Ready
B,21ME7809,EEE,75,99,349,9,77,92,7,82.88,Ready
D,21EC7810,ME,44,69,331,8,79,79,1,64.22,Not Ready
B,21IT7811,IT,73,60,87,3,73,66,4,53.13,Not Ready
A,21EC7812,ME,47,45,257,6,82,54,5,55.5,Not Ready
A,21CS7813,CSE,52,69,280,2,68,91,3,58.58,Not Ready
D,21IT7814,IT,85,81,440,0,99,68,4,74.95,Ready
D,21IT7815,CSE,56,40,28,1,66,52,2,37.67,Not Ready
A,21CS7816,ME,83,79,49,1,72,55,1,52.28,Not Ready
A,21IT7817,CSE,90,57,448,8,42,71,3,70.6,Ready
C,21EE7818,ME,77,63,204,8,50,84,4,62.56,Not Ready
A,21ME7819,CSE,58,67,496,0,74,82,2,65.39,Not Ready
C,21ME7820,ECE,65,52,44,7,99,90,7,60.38,Not Ready
A,21IT7821,CSE,63,91,426,8,46,97,1,73.06,Ready
D,21IT7822,CSE,79,63,221,4,97,61,5,65.02,Not Ready
A,21IT7823,CSE,59,57,179,7,46,48,7,53.44,Not Ready
B,21ME7824,ECE,62,67,222,1,59,70,5,54.66,Not Ready
A,21EC7825,ECE,88,67,350,7,75,50,2,69.5,Not Ready
D,21EC7826,EEE,87,84,350,1,64,81,4,69.4,Not Ready
B,21EC7827,ME,68,46,264,4,90,90,7,64.24,Not Ready
D,21ME7828,IT,86,92,474,8,60,56,4,79.66,Ready
B,21ME7829,CSE,56,91,168,7,96,78,7,69.69,Not Ready
A,21EC7830,ECE,94,50,22,2,92,70,3,54.36,Not Ready
D,21EE7831,ECE,68,87,46,3,71,70,6,57.24,Not Ready
D,21EE7832,ME,67,49,397,2,52,82,4,59.58,Not Ready
C,21CS7833,ECE,72,73,130,0,66,89,3,54.88,Not Ready
B,21EE7834,ME,76,89,344,2,40,42,0,58.96,Not Ready
A,21CS7835,CSE,79,51,487,0,90,82,1,67.81,Not Ready
D,21ME7836,ME,59,93,66,5,57,45,6,54.84,Not Ready
C,21EE7837,CSE,41,68,175,1,87,75,4,52.85,Not Ready
D,21ME7838,CSE,97,42,326,4,66,65,2,62.49,Not Ready
D,21EE7839,CSE,69,97,293,1,84,91,4,70.12,Ready
B,21CS7840,ME,79,93,13,5,85,65,3,61.05,Not Ready
B,21ME7841,EEE,52,46,116,8,93,93,6,59.24,Not Ready
B,21EC7842,ME,73,73,461,5,58,46,5,69.06,Not Ready
B,21ME7843,IT,97,51,179,8,61,91,6,66.76,Not Ready
C,21CS7844,CSE,49,91,272,5,94,67,4,67.18,Not Ready
C,21EC7845,IT,75,67,57,4,46,97,7,55.66,Not Ready
A,21ME7846,IT,96,63,284,7,61,92,6,72.26,Ready
B,21EC7847,CSE,79,55,213,7,58,76,3,60.5,Not Ready
B,21IT7848,ECE,45,72,256,3,94,49,6,59.39,Not Ready
B,21CS7849,EEE,53,44,333,5,65,85,4,58.47,Not Ready
B,21EE7850,CSE,51,65,111,4,95,79,6,57.54,Not Ready
B,21ME7851,CSE,65,79,181,2,66,98,6,61.49,Not Ready
B,21EC7852,ECE,83,86,62,3,62,85,3,58.96,Not Ready
C,21ME7853,ECE,93,96,205,5,93,83,0,73.25,Ready
B,21IT7854,IT,73,55,483,5,92,46,5,71.44,Ready
D,21CS7855,EEE,90,64,405,6,71,52,2,70.1,Ready
D,21EC7856,IT,68,74,472,4,52,98,0,68.88,Not Ready
C,21ME7857,ECE,86,74,309,0,92,72,4,67.86,Not Ready
D,21ME7858,IT,66,82,439,3,99,75,3,74.38,Ready
A,21ME7859,EEE,55,64,190,9,75,91,7,65.12,Not Ready
C,21CS7860,IT,42,88,327,2,43,66,3,56,Not Ready
A,21EC7861,IT,85,67,461,6,61,91,0,73.09,Ready
D,21ME7862,ME,66,74,137,0,90,57,6,56.43,Not Ready
A,21EC7863,ME,87,66,146,6,41,56,6,57.94,Not Ready
D,21ME7864,CSE,46,76,262,7,99,71,0,63.83,Not Ready
C,21EC7865,EEE,61,66,199,3,60,44,2,51.01,Not Ready
C,21ME7866,ME,49,98,205,4,63,47,6,59.5,Not Ready
B,21EE7867,ECE,56,93,356,2,95,68,3,68.96,Not Ready
D,21CS7868,CSE,77,85,231,2,45,70,1,58.02,Not Ready
B,21ME7869,EEE,93,83,302,6,99,69,6,78.78,Ready
A,21IT7870,IT,63,77,427,2,42,79,0,61.28,Not Ready
D,21EC7871,ECE,85,96,20,1,84,83,6,62.65,Not Ready
D,21EC7872,ECE,66,74,77,1,75,89,6,55.98,Not Ready
A,21CS7873,EEE,46,76,373,4,84,67,2,63.87,Not Ready
D,21CS7874,IT,42,91,162,3,87,54,2,55.78,Not Ready
C,21EE7875,ECE,69,95,410,2,68,92,6,74.35,Ready
A,21EC7876,CSE,77,91,139,3,82,86,6,66.81,Not Ready
B,21IT7877,EEE,79,83,305,6,97,45,4,72.15,Ready
C,21EC7878,CSE,65,52,203,8,43,78,6,57.52,Not Ready
D,21EE7879,CSE,83,80,278,1,92,71,5,68.74,Not Ready
B,21EE7880,ECE,88,85,394,8,86,79,1,79.79,Ready
C,21ME7881,CSE,58,59,449,8,48,77,2,65.51,Not Ready
D,21IT7882,ECE,98,60,131,7,87,74,0,64.29,Not Ready
D,21EE7883,IT,56,50,369,8,40,55,3,57.34,Not Ready
D,21EE7884,IT,90,63,463,6,47,72,2,70.62,Ready
A,21EE7885,IT,86,62,244,5,65,96,2,64.96,Not Ready
A,21EE7886,ECE,57,94,452,7,64,84,3,75.16,Ready
D,21EC7887,IT,85,42,284,7,58,67,5,62.28,Not Ready
D,21CS7888,EEE,99,99,265,9,76,65,7,81.48,Ready
B,21EE7889,IT,56,72,323,1,75,63,2,58.32,Not Ready
D,21ME7890,ECE,64,91,268,3,66,90,4,66.12,Not Ready
A,21EC7891,ME,84,90,50,4,90,65,0,60.8,Not Ready
D,21IT7892,CSE,52,72,288,8,82,59,0,62.52,Not Ready
D,21CS7893,ECE,81,80,313,0,95,50,6,67.72,Not Ready
C,21EC7894,ME,60,82,196,0,44,85,5,54.46,Not Ready
B,21CS7895,EEE,98,90,33,9,65,78,5,68.6,Not Ready
D,21IT7896,ECE,67,96,1,1,60,88,5,54.56,Not Ready
